label,tweet
1,"Kobe to Dwight: ""You a soft muthafucka, and you a bitch ass nigga!"" lmaooo"
1,@Corey_D_23 damn bro.. ps4 trash lol
1,"@Lillian__Taylor I'm apparently the ""Good Luck Chuck"" of bitches. -.-"
1,"RT @_Maniac_Mind_: I tell a bitch, go and get my name tatted on her spine so I can feel good when I'm hittin it from behind"
1,RT @TheKizzler: make today yo bitch
1,Damn rednecks outside shooting guns keep waking my kids up. No sleep for us tonight. Thanks #2A! Work at 8am is going to be so great...
1,It's out b day bitches!!!&#128540;&#128540; @koleworld4 http://t.co/IuKRTw2icw
1,"I didn't know my nig G-Eazy had reached a million views on one of his songs, haha that's crazy"
1,&#8220;@JayStacks25: I might fuck around and fuck yo bitch &#128520;&#128175;&#128527;&#8221; eat her ass when your steal her so you'll be a real ass nigga
1,"' Don't ask me if I'm in my "" Feelings "" cause I ain't no bitch I don't got those Tf . I'm sad , not in no fucking feelings ."
1,Heard some good news today and all I gotta say is karma is a bitch &#128521;&#128139;&#9996;&#65039;
1,RT @GoatRapLines: When Wale said.....nvm that nigga trash
1,RT @StoppaOnline: so many groupie hoes in the condo its a group home - @KirkoBangz
1,Had to block that bitch. Soooo annoying&#128530;
1,&#128700;&#128700;- you a little genius man i need you for a class so u can help a nig out but you cool af man
1,&#8220;@CommonBlackGirI: bitch that's ham on her face http://t.co/vSRAyShD5Y&#8221; @rachel_dority
1,@01TakesTheLead no bitch I had to use my whipers!!
1,"RT @_aleahmonique: &#128079;""@WhitDAWGem_: Real bitches who really hungry won't be out here arguing with bitches on twitter straight flexin"""
1,RT @diplo: guns are fucking corny put down your assault rifles and knuckle up.. i wanna go hand to hand with all the NRA pussy ass spoke ...
1,RT @MosoKnowso: RT @TroyAve I got no interest in tall skinny model bitches! I like my women with some ass &amp; hips ...
1,"&#8220;@keyna__: &#8220;@cosmeticJUNKiee: ""need to get laid &#128514;&#128514;&#128514;&#128514; 
sike im celibate""

bitches be like &#128070;&#128070;&#128070;&#128070;&#128070;&#128070;&#128070;&#8221;&#128064;&#8221;&#128064;"
1,Dj Khaled is retarded
1,RT @bethanylynn__: &#8220;@WhitDAWGem_: There is nothing wrong with Ariana Grande..... Just cause she don't look like hoe.... Y'all gotta a probl&#8230;
1,&#8220;@comedianjayski: My favorite time of da day HAPPY HOUR!!! #Drinkbreak&#8221;when the bad bitches come out and the ok hoes at home doing make-up
1,"I had the boldest side hoes, come out to me I front of my girl nd start touchin a nigguh"
1,@badnewsbridget lol fag
1,Lol stop fuckin wit dem birds. RT @Drako_713 Fuck y'all hoes all y'all do is lie
1,Bad bitches is the only thing that I like
1,@lukejohnson06 @laurenbeckkkk1 @lllexiss hey dude watch who your calling a bitch..
1,RT @Patt_Bentancur: @zzachbarness @AGrisbhy @WhiteboiColeman had to help my Gma move bitch!
1,RT @austdun: bitch we them boys
1,"""@whoiscoreyking: Chase money &#128176; not &#128581; hoes &#128111; &#128175;&#128175;""&#58399;&#58399;&#58399;&#58399;"
1,RT @DomBeets: Don't be afraid to let your feelings show. Unless you're a bitch.
1,@sorryimnicki that would be a joint then retard
1,RT @leticiamvrie: Duh bitch
1,@BlakeAnderson21 Rollin coal bitches ready to blow ready set GO!
1,@dequaan_ @Khid_Zay &#128514;&#128514;fucc the extra shit I'm seeing that hoe THIS WEEKEND
1,"RT @chels_phelps: Crafty bitches ""@CheatsOfLife: best way to cheat on a test http://t.co/vGneo1T1tG"""
1,"RT @oh_sh1t: Damn, I got bitches *kanye voice*"
1,Going for a bitch nigga neck cause nigga am Rollin
1,Id light that bitch on fire starting with that ratchet ass weave
1,"I'm goin big, bitch, suck my dick"
1,Kiss imik this bitch just added another 50 seconds to her story I think its a new record.
1,RT @_Headsyoulose: I'll write a poem for u hoe http://t.co/jQPzftI14w
1,RT @breebree1731: What a bitch.
1,RT @ItsDomanic_: bitch you ain't getting none tho &#128514; &#8220;@BrianLovesAss_: I like big butts so I can grab them&#8221;
1,"RT @nikkilenn: Big dreams, cause that small goal shit is for the birds."
1,@FabianMleal aoas you write back bitch lol
1,"Don't kiss these hoes in the mouth. 

Unless you have to."
1,RT @YourFavPosts: When your teacher puts you in a group with a bunch of retards http://t.co/D5DPhKwi2L
1,I need a bitch &#128533;
1,&#128175; my bitch &#128079;&#128523;
1,@1000gramsBee bitch
1,@JusDahl not nappy head hoe though &#128514;&#128514;
1,"@RenoConfession one time at band camp, I stuck a flute in my pussy 
-Spanish springs"
1,All my hoes got money she in the mall she ballin bitch buy something for me
1,RT @ThadIsReal: Ladies If a nigga always wanna go out and party every weekend . He basically side hoe shopping
1,@FuckTheMallcops @theharris338 @MrMooncricket @BobbyBotsods @JimTalbot1963 @UncleUnco aids fuck? Smdh u punk bitch.
1,A1 bricks in this bitch we in Gucci house
1,RT @BigStaxxBoss: I got 99 problems but a bitch ain't one.. That goes for you bitch niggas too! #RNS
1,I can be very vengeful. Don't be a cunt.
1,RT @DipOnline I be closing my eyes and shit sometimes so bitches be able to sneak a quick nipple lick in.. But she ain't going ham on me yo
1,I see a real nicca when I look in the mirror
1,I'm flexin on these bitches all gold bottles no Bombay
1,RT @Erikaj00: &#8220;@Treslyon: &#8220;@Erikaj00: I saw a girl scratch her private today.. What that mean?&#8221; Don't fuck her right in the pussy&#8221; lmaoooo
1,"RT @QuotingHistory: ""Gave that bitch some chocolate, bitches love chocolate."" - Forrest Gump"
1,RT @RLE_Raider: Thanks Ravens 4 beating those fags. Now believe I don't give a fuck about you. I'm Raider Nation bitches. Thanks 4 pu ...
1,@kieffer_jason @someone yea it's very true bitch
1,"Man fuck these bitch ass niggas, how y'all doin?"
1,@C0MMONLY @scorpiogans93 @EcliptiK pussies
1,Big hair bitches &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
1,RT @IAMNICKlMINAJ: ATTENTION! Leggings ain't for everybody. Especially you hippo looking hoes!
1,RT @easy_edd: lifes a bitch
1,"@Oxy_Jon @conleyfanclub one charlotte store, but of course they are faggots"
1,"@shanniganssss14 @emagsy21 I save my best material for WMHS games, ya know.. Jus rain down hell upon any bitches that get in your way today"
1,Ain't shit pretty but my bitch and my momma anyone can get the drama
1,"&#8220;@Chrissy_Cindy: ""WAKA TAMMY JUST GOT HER ASS BEAT""... http://t.co/9in5IysnpI&#8221; Ctfu how Niggas be they don't ever have they bitch back &#128514;&#128514;"
1,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old"
1,Did he say wayne chung bitch ?
1,@DirtyEaffiliate he loves juggling it all around it... he loves the fast life im sure hes already grinded on amcon hoes as well
1,"RT @ImNeverChillin: BITCH FOR WHO, GAP? RT ""@porkhub: I'm a model Yall bitches can't tell me nothin"" http://t.co/LDOTnl5pNa"
1,RT @dnumberbefore_2: I want to take the time tonight to acknowledge all of the ex hoes
1,RT @BroadDayJay_: Fellas remember to stock up on thermals and Timbs before the dykes buy them all
1,RT @Tyson_Fury: Ow &amp; while I'm at it where has @DavidPrice_1 gone the big lanky twat.
1,RT @Elisha40hands: bitch you got too many teeth in your mouth
1,Hit me up with plans nigs
1,@iamadamg_ fuckin bitches talkin shit bout to get hit.
1,&#8220;@Chhicoo: @VSamone stupid bitch!&#8221; http://t.co/K7MyvFlWFg
1,It's no wonder my titanium ankle is killing me. Woo retarded 'winter' weather! #texas #weather http://t.co/rrKxBwG1u4
1,"RT @FriendZoneCEO: The go-to insult is always to call someone:

1. Fat
2. Ugly
Or
3. A hoe"
1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HomeMade | Using my submissive bitch outdoor. Home made amateur http://t.co/Fu6AggzHQd"
1,Daaamn lmao right back to them old ways RT @KingTralle Look at this hoe ass nigga covering Wiz face you hoe http://t.co/lpPToFmj5R
1,@apmorales96 gotta keep fighting bro Thea hoes just trying to bring me down. #thestrugle
1,"All my life i been this cold, all my nights been With hoes."
1,"&#8220;@TreMelvin: hoes be like ""omg i love my new comb &#10084;&#65039;"" http://t.co/nuYjUx1SK3&#8221; thought this was Perro"
1,&#8220;@EdgarGuillenjr: Lol good now I got them nasty rednecks off my back I can take care of business&#8221; @BlakeAnderson21 @Dalton_ryann he serious
1,Like HELLO my feet were clearly on the back of the desk bitch!
1,Am I wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room
1,"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!"
1,&#8220;@RegularAssRon: Ain't nothing better in life than meeting a hoe with a full time job&#8221;don't let her have her own benefits nigga what
1,RT @BestOfMessages: Lil hoe http://t.co/kIAoQYr3I4
1,@immSpeed whatchu gon do bout it bitch
1,RT @infidelpamelaLC: Mahammad was a bitch. Cause I said so. http://t.co/3w8Gyp4vuz
1,"RT @amazingatheist: America is like a drunken redneck flailing his fists around, raving incoherently. He's kind of funny, but also you'r ..."
1,"Can I have a bad bitch without no flaws?
Come to meet me without no drawers?"
1,@WyattNuckels @DarienDaywalt hear that you dumb bitch he said no one likes you!!!!! #ohshitnigga
1,@arionnee cuz you know i was playing witchu i aint call yo mama a bitch or say yo brother ugly af did i?
1,@j_schlauds do it you pussy
1,@Adrian1_knowsu nigglet &#128530;&#128536;
1,RT @ParisBurned: When they run out of dick inside the pussy. RT @VizyIsIgnant: How do straight dudes know if their dick is small??
1,"Hello, and to them bitches!!!!! ""@WitHaPrettyface: I just want him to keep them lies to his self..&#128524;&#128080;"""
1,It's fact that a male brain cannot always hear the high pitched voice of a women.. So bitch don't get mad..I really didn't hear you!!
1,@cj_menaa1 &#128553;&#128553;&#128514;&#128514; nigga doing the duggy on dem dead hoes lol
1,Flo is a bad bitch
1,"@MrMooncricket oh hell no! Fuck you Uncle Tom bitch, I remember yo punk broke ass"
1,@SugarShai2 room temp cus i have sensitive bitch teeth. ( ._.)
1,"RT @SheBoundTa_G_O: @WeDont_SmokeREG money ova bitches I'm yellin it ta da grave developed at ah young age, go afta wat pays &#128526;"
1,People gotta learn to appreciate the people that go out if their way to help you. Even if you don't want their help don't he a bitch
1,@2ManyLouboutins @moneydriven stfu hoe and fucking answer me before I smack the shit outta you and your faggot aunt.
1,@1stBlock_Rody yu ah hoe
1,@delaney_guinan grow a pair pussy
1,RT @__nijel: Niggas be out here loving ALL they hoes...that's a no no.
1,@Orangeone4 @SteveWorks4You..biggest liars ever ...republican teabagger asshats like stockboy #pinoccio
1,Fucking hate ghetto girls bruh
1,Don't be a broke hoe hating on a paid hoe!-#PimpChampaign
1,Gotta go get a haircut ASAP tomorrow ain't no bitches looking at me right now. And today they all was out. The frustration.
1,RT @NunuB__: When you cracking jokes on your friend in the bitch take it to far. http://t.co/7VXUf6W048
1,@PraviKingDino bitch
1,"Not going to put up a red equals sign on my Facebook because I'm not a faggot, but I'm all for marriage equality #prop8"
1,RT @_emilyscraba: my sugar daddy is following this bitch fuckin hoe that use to be my friend this is bullshit
1,""" i met that pussy on Ocean Dr . i gave that pussy a pill "" &#128524;"
1,RT @DopeChubbyChick: You was so eager to be a hoe you didn't even read RT @JennnVeee: &#8220;@DJZeeti: twitpic a selfie wearing a leotard&#8221; http:/&#8230;
1,@bbhairs when you get famous I'm buyin yo art so me and my bitch can have dat shit all in da crib
1,"RT @No_FAKINGG: BITCH you scared to let it off , yo daddy wasn't no DAWG. yo mama had more heart than ya daddy bitch ass."
1,@Mrste617 Where your white hoes at bro lol
1,"@hiyathanda_alps ""that hoe over there"""
1,Bryant must think he's so cute going out w his stupid ass friends and leaving me here but watch when he gets back &#128074;&#128165;&#128074;&#128162;&#128074;&#10024; lil bitch
1,I have 0 hoes &#128588;
1,RT @b0ss561: Yall hoes be looking so bad in your avi's then I look at the rest of your pics and U ugly as shit
1,"If you love somebody, you can't cheat, have hoes, do certain shit cause them limits type shit."
1,RT @THAT_bitch_xo: Some bitches forget you have to be a friend to keep a friend #getlostfakebitch&#9996;
1,Are pet guinea pig is about to die this fucking blows :/
1,@jzsuschrist ok they have 2 niggers in raw
1,"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL"
1,Ima side bitch from time to time and I stay in my place
1,RT @KingShelton_: Hell nah bitch http://t.co/owR6BjoZz4
1,RT @TylerReactions: When someone retweets a bitch I hate onto my timeline http://t.co/P0lZnmJKLp
1,"RT @BrosConfessions: ""Unlike a lot of these bros, I actually care about my girl and I love her. It's not called being a pussy, it's called &#8230;"
1,416 we know ya bitch @kendricklamar
1,&#8220;@LilReese300: No yu can't get no money yu silly hoe...&#8221;
1,Hating on me? Then bitch what's good?
1,If you texting other niggas just let me know so I can find me some other bitches. No hard feelings
1,RT @AndyMilonakis: I bet Beyonce's pussy tastes like a fresh caramel apple
1,RT @Sexualgif: when u go through bae's phone &amp; there's no hoes on there http://t.co/CYEJV5l608
1,RT @NikoWavy: If you know yo pussy smells like death why tf would you sit there an let a nigga finger you? Bitches have no shame man.
1,Hoes always blaming hoes for being hoes.
1,If pussy lips could talk ill go down there like it's whispering
1,"@On_Point_Prg @WendyDavisTexas @GregAbbott_TX boy talk about a,special kind of stupid far left is a under statement down retarded"
1,RT @ScottyRackss: My Wifi stronger then half y'all hoes relationships lol
1,RT @BasedJane: Screaming after Wes bitch ass? Annalise is losing her damn mind. She need to put the big girl panties back on. #HTGAWM
1,""" hoe what its hitting for """
1,"RT @arigold_88: You and yo bitch break up and she start ""lol"" at another nigga, she gone for good bruh."
1,@Darienbaby_xoxo ya but you can't because its a real account dumb bitch I go to wams fucking bitch
1,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;
1,@EdgarGuillenjr your a punk pussy ass bitch! Dude you don't have the balls to fight all you wanna do is wanna hit girls your a fuckin bitch
1,RT @BIGBROWNLEE: The Homie @WersMyLIGHTAAAA Got This bitch Rocken
1,RT @SegwaySurfer: hard 2 keep the hoes off me http://t.co/LemzSFqvEl
1,@TristenGQAss the way he raps about fucking my bitch &amp; banters about having more money than me is so entertaining it's crazy @KingL
1,Im sorry but you didn't have to be a bitch last night.
1,@iTakeOverTLs home of that one hoe Katrina
1,RT @hmianturner: so yeah @Tronkitty is the fucking best and I would really hate living if I didn't know her. My bad bitch appreciation pos&#8230;
1,"RT @TrxllLegend: One good girl is worth a thousand bitches

&#128112; = &#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#128109;&#8230;"
1,Oooow that bitch lace front is lace fucked
1,@_BeautifulKeezy yess bitch. Messyyy
1,"RT @nikejap: Bae: go talk to your other hoes
Me: http://t.co/WjFjmsf8aV"
1,"@That1guyJeff Low blow, cuntface. How many times the Yanks beat us in the playoffs these last 8 or so years?"
1,@RomeoTorres99 bro do you fist bitches with that shit
1,@dexfrost23 you can be a bad bitch too dex its okay
1,"His boyfriend gonna be like ""You ain't make a team? I'm straight fag.
""@ZRawTaroli: ....... The rams really cut Michael Sam. Wow."""
1,My bitch was so loaded last night &#128514;&#128514;&#128514;&#128293;&#128168;&#128079;&#128079;&#127867;&#127867;&#127867;&#127867;&#127867;&#127867;&#127867;&#127932;&#127932;&#127932;&#127881;&#127881;&#127880;&#127873;&#127796;&#9728; @Young_Lifted23
1,"RT @Anointed_Mouf: Would be so happy, so many bitches would be humbled RT @djdmt: How would you feel if they discontinued the sale of weave"""
1,"RT @CauseWereGuys: Freeze bitch, I'm gonna steal your heart http://t.co/zKSYUwV8QV"
1,"Lmfaooo nigga RT @SenorSteez: Nigga, yo lips look like a charcoal bitch pussy."
1,Can I bring another bitch or nah?
1,"RT @JanPham_3: &#8220;@16stanleys: Ugh he's mine bitches! He's mine &amp; mine only. That's my baby, my man. Just know &amp; be aware. That's me!&#8221; &#128079;&#128079;&#128079;"
1,Arod like ugly bitches that like to fuck
1,@JunDishes block or mute the cunt
1,"I remember when it was ""watch out for her, she has cooties!"" Now, it's ""stay away from that hoe, she has herpes."""
1,@Hillgasm bitch need crutches
1,I'm lactose and hoe nigga tolerant
1,@AlissaWasHeree you trippin bitch &#128533;
1,Jenna stays pimpin these hoes
1,"Niggas at the march looking for hoes, &amp; they out there too I'm sure of it"
1,RT @VerseCharacter: When niggas want bitches like trey &#128557;&#128557;&#128557;&#128514; https://t.co/1hEIyCMQod
1,RT @djevilone: stupid ignorant bitch &#8220;@SarahPalinUSA: Stopped by Chick-fil-A in The Woodlands to support a great business. http://t.co/6 ...
1,"RT @Bidenshairplugs: Number of women denied birth control by Hobby Lobby: 0

Number of Democrat retards butthurt by the verdict: 30,000,000&#8230;"
1,"RT @TheVibeKing: I didn't go wrong when I started talking to you, I went wrong when I trusted your bitch ass"
1,RT @DFkinLopes: If my girl get in a fight with your girl you better be ready to fade too cuz I'ma knock you out then go help my bitch stomp&#8230;
1,"People talk shit on Twitter but when they see you in person be looking. Like bitch wtf you looking at. Yes its me, yeah I'm cute.."
1,@Neeksbethatguy I'm already out that bitch hahaha
1,&#128034; dirty whore. I love you. but you a hoe. but I love you. Jesus is watching.
1,"All these hoes fuckin..... Be Careful! Just cos she look good, don't mean she's good for you!"
1,#ThingsNotToDoOnAFirstDate give her all da dick U gotta half stroke da pussy bc if u dump dick on dat bitch she gon become extremely anoyin
1,RT @mimi_rillo These bitches @virginiayumyum @ Fine Fare Supermarket http://t.co/kimIKVi0
1,RT @JAYREIDOFFICIAL: Check out JOY and PAIN my nicca @Im_Yung_Jay #mme1636 #blackkingz https://t.co/EZuQc2KnYG
1,"@penisgravy 
Is dem? I wants to has my weenis swingin but da twitter say day shut my colored ass down"
1,Lil bitch dumb&#128514;&#128514;&#128514;
1,@kieffer_jason bitch I have a phone stfu talking don't worry about me just make sure you show up
1,Niggaz been making trash lately. Well not everybody but some lol
1,RT @TheeeSickestKid: Yo bag Gucci but you still ugly hoe shut up
1,RT @ImNeverChillin: pregnant bitches get on the bus and think you suppose to give them your seat like bitch you should of fucked a nigga wi&#8230;
1,Gator's bitches better be using jimmies
1,@dustincarter16 bitch I was out dea and your ass was sleep
1,Los bitch taught me the true meaning of gravity when her panties kissed her ankles!
1,&#8220;@_BeautifulKeezy: &#8220;@100046729: @_BeautifulKeezy wassup&#8221;bye&#8221;bitch you outta order
1,RT @TAXSTONE: A woman's revenge To a man is being a hoe
1,"Lifes a bitch and then ya die, thats why we get high"
1,I show love to everybody not on joe time i just hate stuck up people thats hoe shit
1,@itsjaylaaa not a bitch that's for sure
1,How do you greet your friends? &#8212; yo bitch what's up &#9829; http://t.co/012llZCmSU
1,"@AidaApple14 imma bitch i know , leave me alone"
1,@PrinceGreenJr why hold back? Just say they're as retarded as their tits are fake there's no in between...
1,"Naomi Campbell, Rihanna, Miley Cyrus?...Crazy bitches lol"
1,@AriesTheOG cut a bitch
1,&#8220;@leynachristina: I'm driving myself insane.&#8221;fag
1,"RT @Heissarcastic: The nicer you are, the easier you're hurt. So just be a bitch"
1,I have to hide these bitches or my sister gets them and eats all of them &#128520;
1,"' I really don't give a fuck . Once you start that "" You got hoes , you fuck with bitches "" shit I'm deleting yo... http://t.co/ylvtlUZsi0"
1,A dude with money can only impress a broke bitch.
1,@ShesLeslee you sure ?. . . And lmao pussy!
1,RT @notesforgirlz: When you see bae retweet or mention some hoe http://t.co/d4oPanpwZb
1,Merry Christmas bitches &#128536;&#127876;&#9924;&#65039;&#127877; http://t.co/XRkLONwzGN
1,RT @MidniteBoss: zrgrizz should stop paling video games at the age of 40. Fucking stop playing like pussies.
1,"RT @KINGSHA_MUGGA: My bitch better lie to me, more than 5 bodies and I cant stomach it, ill fucking die"
1,"Hitting women is wrong morally but bitches get raped, kidknapped.beat up, an sold to be sex slaves, when they gonna end that?"
1,It's moe's monday ten ten ten twenties on yo titties bitch
1,Lima fears change but yet wants to bitch about how much it sucks &#128529;
1,My brother is a fucking pussy.
1,@Kyle_Monahan Fuck you bitch
1,Can u say hoe hoe hoe? Ewww she was nasty. I was so mean to her on the daily. I'll spare the details lol.
1,RT @Oz_lito: @1stBlocJeremiah ctfu u bloody but yes doe bitch ball out cracked hot dog in dat bitch
1,"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch"
1,187 how I'm killin these hoes
1,RT @ColeMcDowell2: &#8220;@FriendlyAssh0le: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co&#8230;
1,"RT @RayIopez: Niggas Be Like

&#128663;_____________&#128659;
Fuck! There go the 5'o

__&#128663;______&#128659;__
Be cool son

___&#128663;&#128659;_____
Man fuck 

___&#128659;___&#128663;____
bitch as&#8230;"
1,&#8220;@ArianaGrande: is this flappy bird shit a joke or........... http://t.co/L3xDYJypjI&#8221; on the real tho
1,@BarbaraF321 @ThirtyBirdy wow and there are white people and there are crackers. Guess which one u are.
1,Lmao RT @80sbaby4life The food ain't gon run from you FAT bitch
1,RT @MyDicklsCaIled: My dick is called Nintendo Cartridge because bitches blow it before they stick it in.
1,His hair so cute wit his sessy face but his ex bitch liked that picture to shit like fucc it
1,@mckinley719 bitches bow down
1,"RT @I_AM_YOUNGPAPER: ""@Shane_A1: @I_AM_YOUNGPAPER boy wat in dat bitch eatin lunch err other day""Im Tellin Ya"
1,RT @Bugalou_: Y'all hoes would never get under my skin !!
1,&#8220;@koleworld4: @what_evaittakes bang&#128129;&#8221;that's a trust worthy bitch&#128528;&#128553;
1,"RT @MalloryYnfante: All I see over Instagram ""Alice Texas hoes"". That's so low... Even for Alice."
1,RT @TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/4UVjjbeqDD
1,"But bitch you gon shave or wax that pussy before I bless it, Foh."
1,"RT @Neonte: We was wearing shorts about a week ago,week ago.
Grab ya hoodies Cause it's freezing hoe, freezing hoe &#128514;&#128514;&#128514; http://t.co/eC7dT54u&#8230;"
1,RT @AlexDavisRaps: fuck. I forgot to wear a belt. i'ma feel like a coon all day now.
1,RT @_IBeKev: Throw me a blunt bitch
1,@lilmenifee__ &#128514;&#128514;&#128514;&#128514;&#128514; yeah I read yo shit to fast bitch
1,Just stop being a hoe God dammit bitch it ain't that hard
1,@eburnns bitch be actin like I'm a celebrity
1,@Coosie11 bitch my phones gonna die in serious I got hot pockets
1,Hit my car with another rock and I'll be all over your ass in no time bitch.
1,@NaomiDanielson that's like what some trailer trash chick would name their cat /-:
1,"Dead af, stupid bitches still talking shit &#128514;"
1,I just wish I had a girlfriend to come home to after a long night of fuckin wit bitches in the club
1,RT @Beyond_Fatal: &#8220;@_1nonlykeisha: @Beyond_Fatal my bitch bruhhh !!!&#8221; My nigga my nigga &#128541;&#128540;&#128536;
1,@Wes_vL faggot
1,@InnerSlutty I got u bitch
1,RT @CuhCuhCuh: its some sexy ugly bitches in the world cuh that ill fucc
1,RT @_HolySmokes: If you can't eat pussy that's got hair on it I'm not even sure you really know how to eat pussy.
1,@ItsmeKyleWayne Yeaa black bitches actin like they too good for an average nigga like they just got A1 credit and pussy
1,RT @CallMeRenee_: &#8220;@1inkkofrosess: @CallMeRenee_ wussup bitch&#8221;cooling hoe
1,"""Trust noneeee, bitch I don't """
1,I been in this hospital since 6 I'm just tryna stay awake for 2more hrs then I can sip this D'usse and party with the rest of the coons
1,"&#8220;@DStacks__23: If you aint got shit goin for ya self, what bitch gone want you&#8221;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;"
1,RT @LaLeaa_: #wcw both the babes @undrgrundghosts &amp; @0beyyourmaster . &#128571;&#128571; love thse sexy bitches!! #bestfriend #babe&#8230; http://t.co/MyBspKdzV2
1,' Is this Jody ? The niggah that got ma Boo Pregnant ? The niggah that can't take responsibilities as a... http://t.co/7ufNJ2NJhp
1,Mfs don't care about tha kid except a few of my niggas &amp; my bitch
1,I&#8217;ll gladly be a victim RT @MafiosoRo: Then im a felon RT @BIGOBUNDLES: A bitch over 200lbs riding ur face is attempted murder &#128555;&#128555;
1,"It's not ""pears"" bitch, it's PEAR."
1,"RT @DFkinLopes: Bruh every time a famous celebrity tweet something, the 1st person to comment is some hoe talkin bout ""slap ya dick on me d&#8230;"
1,@Sammytbh you're not fucking relevant... you get followers from follow trains and then unfollow people because you're a faggot...
1,"RT @AdoreeLenaa: ""@_KudaBrazyy: Hella bored doing laundry like a bitch""&#128514;&#128514;&#128514; I sincerely hate your soul !"
1,"Lil bitch coulda let me go, I was right by my house !"
1,@ZakSitton lol cracker
1,@5Dimes fuck you tony...you greaseball piece of shit-
1,RT @mommajjojo: When they said lifes a bitch.. They really meant it.
1,RT @Durags4Eva: Bulls still not winning the title with this bland ass offense. Pau still a pussy. No darkskin niggas in the starting line u&#8230;
1,I swear I heard that bitch creak
1,"RT @BrosConfessions: ""Ate pussy for the first time today. All I have to say is ... I think I may have a new favorite food""- Michigan"
1,As if it WASNT gon get Bacc to me &#128514;&#128557; bitch your outta your fuccing mind
1,RT @MikeHeadlyy: I haven't had sex in forever ... A bitch could send me a &#128536; emoji and I'd catch my nut
1,@DareTnzR I know these hoes ain't right
1,"RT @Jukeyxo: If a girl sit on your face, and your nose goes into her pussy, and she rides your nose like a bull, she's a keeper."
1,@Tee_Bizzle hoes* are more fun
1,"RT @eternalhbic: porno hoes funny af bc they'll still be like ""u like this tight ass pussy"" even tho the dude been fucking for 45 minutes w&#8230;"
1,I hate bitches that have attitudes all the time
1,RT @CraziestSex: hmu when you stop bein a lil bitch
1,@MaricelaBela stop being bitchy bitch
1,@Police_TactGear Article is flawed. Took my first CHP with BRPD. Was well done. Even had 2 ghetto gals with a jammy Hi-purnt 9 but well done
1,"@noah_55 also you can only refer to a girl as ""bitch"" if she has sucked your D #BetDat"
1,@cristiannt_ nigga you beat who ass bitch we've never even fought so u need to stop making up shit and bring yo ass with them
1,RT @Brucewayneakia: This is what the niggers dont like http://t.co/0lRdpIZEd0
1,@SeymourBlanco you were supposed to hang w me this week nigger
1,&#8220;@239rell: If you got paid 2million dollars to eat a nugget of shit would u eat it?&#8221; Smash that bitch
1,Chase really got hoes in every state it's crazy his @ name the truth
1,RT @_iChrisP: &#8220;@Shane_A1: swear me n zee da only niccas who aint got da update yet&#8221;&lt;I'm right there wit cha bruh
1,@hwkj01 @PushinWeight @dmankow69 @AstroPatriot Somebody who's that much of a moron and a pussy doesn't belong on the force.
1,@danikawillow don't be a pussy. Also there is beer AND FREE PIZZA HERE. I SWEAR
1,RT @coldcACE: @1MarKus_A he knows game. He's just gonna make it as small of a loss as possible.she was 1 of Don Juan hoes off jump http://t&#8230;
1,"All you gotta do is be funny, witty and charming and the bitches will come to you naturally you ain't even gotta do shit but be yourself"
1,"RT @SpaceCatPics: Meow, bitches"
1,RT @JimmyCollinsss: @WesOrrJames all love my nig
1,"""@YoungRicooo: Happy birthday bitch nigga @WexicanAfro702"" Thanks pal"
1,*pregnant crazy bitch wus the answer we were looking for...
1,"RT @katmurda: I am so nice , but I'm such a bitch .. hard 2 explain"
1,RT @Sneakbo: Man like @Stormzy1 doing Hella things &#128175;&#128175;&#128175;&#128588; I gotta take my hat off to that nig!
1,"If a nigca neva told you ""bitch you got some bomb azz puzzy"" kill yaself bitch http://t.co/CZXRV9to4A"
